Compund	900_1	900_2	900_3	900_4	900_5	738_1	738_2	738_3	738_4	738_5	962_1	962_2	962_3	962_4	962_5	862_1	862_2	862_3	862_4	862_5	876_1	876_2	876_3	876_4	876_5	BHB_1	BHB_2	BHB_3	BHB_4	BHB_5	947_1	947_2	947_3	947_4	947_5	341_1	341_2	341_3	341_4	341_5	908_1	908_2	908_3	908_4	908_5
525	28142.7	32475.5	30655.8	25615.3	22227.4	19259.4	15418	20142.7	23575.9	27548.8	21683.7	16809.7	19237.5	20425.1	18531.5	18695	28280.6	25120.1	33502	24514.3	33498.1	34830.1	38933.4	37654.2	46848.4	14816.4	17992.7		18336.6	16309.4	22445.8	21826.9	15322.9	22896	15043.3	25358	33959.7	28932.3	19746.6	20412.3	20752.4	29659.3	23954.1	24937.2	32787.4
1,2,3,4-Tetrahydro-2,7-dimethylnaphthalene											1887.1	1407.9	2013.5		1740.4		2043.6	2074.8	1743.1							1047.2	1165.4	1665.9																	
526	24193.3	20898.7	26663.4	22730.5	19930.4	17366.3	15316.2	19089.6	19043.7	17548.1	14437	12004.6	14192.9	14406.7	15910	17311.5	15440.9	16713.6	19141.3	15442.6	24236.7	24250.4	28964.3	27220.3	28353.8	9296.2	10397.0	12929.2	9517	11379.3	14635.8	17241.2	12989.8	20376.5	11367.5	18461.4	28412.1	24769.4	17235.3	19020.8	21405.2	20844.2	15354.9	21858.9	20659.9
330	1319.1	1712.7	3081.8	1208.7	1879.6	2461.4	2950.6	2361.2	2895.7	3443	3802.7	4269.3	4805.1	3219.4	3918.3	1721.3	1787.7	1497.9	1666.9	1668.4	2035.6	1421.8	1572.6	1549.7	2825.1	6427.9	6714.3	10048.9	5803	6932.6	7726.2	8490.4	6919	5943.5	8530.2	2901.5	3174.1	2927.6	2289	2287.1	2848.7	3977.7	4130.9	3117.7	3802.5
5-Phenyl-2-pentanone	30543.8	29364.7	47916.7	32113.1	31051.9											6092.5	4982.2	4791.4	6751.7	5330.5																	2004.7		1873.9	1411.6					
Propanoic acid, 2-methyl-, 2,2-dimethyl-1-(2-hydroxy-1-methylethyl)propyl ester	10822.7	12328.8	30745.6	13745.3	12343.9	9353.1	9629.5	14524.8	16873.3	9210.2	12944.6	13661.9	10544.7	11911.3	12166.1	18260.6	11582.0	12635.4	21035.9	15903.4	9995.8	12242.4	33901.3	14174.5	26831.1	23587.6	13166.8	45154.3	39445	22126.7	13543.5	13923.1	20064.2	20489.9	16541.1	15413	14998.4	16232.2	18193.6	24430.3	9801.5	11765.2	29145.3	22921.8	22703.5
n-Decanoic acid 																																													
3-Methyltridecane	30773.6	14815.7	21546.7	31310.9	11993.8	14165.7	7341.3	24531.9	21889.5	8787.4	7677	5160	7475.9	16303.7	15357.9	10200.4	7160.6	14489.7	12186.1	9363.4	14618.2	29823.3	37437.8	12468.5	17470.1	7989.7	6361.4	25919.2	7351.7	5790.6	10758.2	8699.7	10639.4	26919.1	8887.6	11698	22399.7	16593.9	18907.3	22783	25290	15554.1	10925.9	30120.4	17202.3
Propanoic acid, 2-methyl-, 3-hydroxy-2,4,4-trimethylpentyl ester	17169.6	22480	67237.2	15069.4	15820.4	15338.4	13786.1	43016	18497.3	17080.3	17500.9	21837.2	15322.7	15346.3	14079.5	27252.4	16304.7	19018.2	34594.8	19853.9	15091.3	23983.8	49242.8	25736.5	39704.8	33078.3	16683.8	49393.3	45531.3	29554.4	14454	25144.5	40830.4	39428.4	21786.5	22386.6	21338.1	20572.1	25250.9	35611.5	16182.2	24740.3	47097.8	33381.1	30506.2
Tetradecane	66286.1	40771.8	54381.2	55998.5	33267.9	39314	21953.9	53440.5	48077.6	31954.2	28337.7	21282.1	24671.8	38912.8	34463.9	36307.6	32291.5	50839.9	32832	38344.8	28849.9	61687.4	74920.1	37623.5	43939.5	29597.2	20271.3	62079.4	25670.5	21047.3	21152.5	20531.3	36629	65938.7	22205.6	32128.1	34578.5	31786.1	35966.7	52456.2	44610.4	41309.4	29737.7	52142.8	44552.8
539	10386	8663	8258.5	8375.2	7317.7	5617.3	5010.4	7994.7	7223.8	5582.6	9836.7	7663.7	9254.1	7831.4	8280.7	8092.2	10631.8	11094.6	10451.7	7589.5	9477.3	11036.6	11674.7	11448	10605.4	29597.2	25686.2	20959.8	29766.7	25084.3	8945.4	9784.5	11062.2	17942	6587.5	11336.1	15085.4	13359.3	12977.3	17243.9	17628.8	10794.0	9890.4	20684.7	13465.9
527	28784.7	24146.1	18284.7	20180.1	10228.4	8270.6	5221.2	8391.6	1170.6	8852.9	18834.4	7103.7	11234.2	17879.5	11963.3	12394.9	14437.7	23441.7	22971.6	16203.5	19156.2	24036.1	28000.1	16919.9	21276.8	5643.1	7816.3		10434.7	6290.9	12752.8	11498.9	5547.4	23454.8	4621.9	10698.6	15458.6	15737.2	10905.4	11672.1	18351.7	24053.6	10355.6	21575.5	17193
540	20879.2	18826.7	18928.5	17607.6		8494.9		14452.3	14046.4	8272.7	13060.7	4267.6	7973	13583.5	13316.4	9060.9	9421.9	9798.1	10295.8	11750.3	12564.6	17440.4	22417.3	16389.9	17341.5						8707.4	8956.0	6443.6	12969.4		9151.6	12009.7	11469.6	8190.8	11387.1	17889.1	17550.0	8079	22777.3	16024.4
541	10557.6	8519.1	9799.6	9601.3	5670.7	4663.5		7927.3	7423	4357.4	7855	3154.1	5451.6	7156.6	6016.1	6201.5	5737.3	6031.4	6662.5	5350.9	6529.2	9010.0	10757.6	8026.8	10863.7	4982.8	5053.6		6342.8	2901.5	6333.2	5972.0	3676.3	8119	1863.7	4035.6	6593.2	7887.3	5437.1	5674.3	9202.6	9658.9	5827.5	10650.3	8704.8
542	19974.3	14748.9	18188	21863.5	11236.3	12429.4	5508.9	13848.5	16076.6	9141.1	10449.5	6462.3	7726.2	13885.2	13172.4	10181.5	9832.0	10927.6	14858.9	11420.6	12780.6	20124.2	25668.9	13501.3	15963	6555.8	8161.4		7205.5	6587.3	7256.7	8045.1	6868	18846.1	5931.3	9797.5	15922.3	14438.7	12054.9	12569.5	19230	10584.5	10083	22987.7	15793.2
528	35509.5	31957	21135.7	30844.1	15525.1	13166.2	10276.8	23197.5	15975.8	15351.3	30477.5	16255.7	18300.4	25505	24499.9	19528.6	21027.4	18101.6	22710.6	19617.8	25498.8	35577.9	41735.8	29582.8	40066.4	7453.4	12939.6		12982.2	7982.6	21975.5	21888.6	9509.3	32859.1	5939	15411.2	29251.9	25683.1	15997.4	15312	25130.2	36023.9	16372.4	29418.9	32408.4
529	19843.2	14703.3	15543.9	13225.2	9191.9	8484.3	3986.1	13451.7	10136.8	9312.4	11561.1	8424.8	10141.1	12302.8	14499.4	9625.1	10998.2	13535.8	8001.7	12830.1	11468.2	18407.3	19766.5	14771.2	18681.1	4565.1	4449.9	27845.2	11274.8	5555.9	10112.6	10370.3	6066.8	11587	4456.3	9043.1	16798.3	13603.6	9407.3	8705.9	11412.6	15497.0	8043.8	18027.22	16412.7
530	52574.7	50957.8	48839.5	47072.4	29445.6	25011.4	8003.1	38279.7	31960.9	28037.6	53092	25393.2	30947.9	43801.4	38067.2	35220.2	48215.2	50636.5	59893	47110.9	47638.4	56044.4	66879.8	47101.2	52057.5	13685.5	19974.5	33660.6	22056.2	12050	36360.7	29705.8	18136.9	41814.9	9083.7	24181.9	54528.9	32956.5	24920.1	30023.5	44335.9	57734.9	26164.2	53260.4	52817.4
531	25006.5	19597.7	22215.3	18267.1	12697	12532.9	8210.3	16348	12771.2	12619.8	13617	11036	12314	13597.3	13323.9	13572.7	17832.5	17603.6	22403	17750.5	17155.5	21562.6	22527.9	17606.4	23463.9	6426.5	11468.8		13252.3	7812.9	13229.9	13552.2	9109.6	13662.3	7227.4	11974.3	21202.9	17384.6	11544.3	12685.8	16880.6	20234.4	10950.5	21052.9	22342.2
Dodecanol											4941.7	6858.1	4481.5	5028.5	4573	7056.9	6724.2	3138.2	10644	6057.5	4723	4562.1	5782.7	5115.1	4917.9	5251.4	4478.6	24607	6020.9	4663	5880.3	5884.6	6584.7	9027.2	3159.3	5389.4	4669.5	4602.5	4092.1	4407.4	4880.3	7344.0	5909.1	7162	6454.9
532	16135.5	12642.6	19442.3	13847	9483.7	7749.1	9556.7	14539.8		7186.9	16256.7	8393	13871.9	10211.1	9692.1	11515.4	13702.4	11466.7	19036.5	12790.8	11300.6	13285.8	19623.8	16446.8	18354.1	4114.3	7404.8		13949.9	6289.3	10647.4	10358.7	7989.2	16870		9443	17062.0	11642.8	9331.4	10542.2	11733.9	14307.4	9427.8	15446.9	14736.8
533	32820.5	27269.8	19176.7	24980.1	15369.2	13032.2	3942.3	19511.2	18756.4	14410.2	23468.9	12900.1	16225.3	21278.8	20917.6	17629	20724.7	20748.7	29141.7	15379.2	24550.1	19864.9	31030.4	22683.2	32596.7	7226.8	15329.6	31449.6	12047.8	8000.7	21379.5	15153.0	9176.1	16693.6	3771.6	12820.9	27329.9	18368.1	13070.3	13686	21961.9	27514.0	14382.6	27184.2	26422.4
543	21603.7	19642.9	21113.5	18595.1	12927.6	12511.9	4676.4	17103	10984.3	9105.4	20748	12325.2	11813.6	15677.6	13282.8	16117.7	16553.1	19054.3	14916.5	16124	15957.6	15742.7	20676.9	18836.9	22120.1	6702.4	11467.7		12715.3	6380.1	11357.7	9777.9	7055.5	13231	4337.3	11079.3	20381.5	18063.3	12147.5	11389.1	16931.3	17183.5	10029.3	21446.5	19682.4
544	40717.2	38625.5	37610	29685.5	22546.4	16852.4	8404.3	28208.2	23032.8	18972.1	32427.9	19153.7	22882.6	29198.1	24877.9	24591.3	25732.0	30287.7	25171.4	22877.4	29806.7	32901.7	39278.2	28235.9	44116.9	9967.9	22224.3	37046.9	15826.4	11760.2	25624.9	20848.8	12907.9	32890.9	6551.8	17088.2	39262.7	26670.1	18151.5	19382.1	31016.8	37690.8	19885.5	37168	33995.8
545	85824.6	78070.8	72677	74653.3	50386.4	40629.7	20957.8	60736.8	51688	50744.4	62502	44682.7	57464.3	61502.6	59239.8	49053.2	69221.2	70688.7	85581.6	71561.1	62590.3	81029.3	84749.6	72405.5	101257	23904.4	47798.4	65831.5	54628.9	28455.1	58329.7	61325.7	35887.5	38537.7	19569.5	50024.6	88336.1	66317.6	47241.5	42827.2	60428.3	77580.3	38772	71472.5	80456.2
delta-Decalactone	23180.1	17279.5	17960.8	15755	10454						6215.5		8474.4	7644.6	7100.4	11548	13467.6	10953.5	17731.4	13637.6	14241.9	19812.5	21661.3	17126.3	25154.8		10470.6	28751.3	13895.7	4290.2	14156.4	14345.6	6080.3	15993.4		11302.8	21199.9	14587.7	7393	7974.9	13546.3	17746.9	7391.5	19257.1	17256.8
Pentadecane	77177.8	68449.6	58840.3	69141.5	45225.2	17048.9	11180.3	29232.4	25860.3	17550.8	24346.2	19145.8	21691.5	23560	19717.9	24797.9	24246.8	25895.2	26189.8	20104.4	23139.6	27704.7	32919.9	29476.6	27989	15555.5	19737.7	17852	22453.9	14663.6	21971.7	17165.2	13796.4	20021.9	13867.1	23653.9	28487.3	22094.8	20524.3	24356.1	29301.2	33634.8	24533.9	40635.2	31549.7
534	26314.1	21658.6	25216.7	23505.5	16775.9	14975.3	7442.5	21391.8	19510.6	17370.3	13033.5	15691.2	16877.9	19216.1	19232.1	10711.3	9633.9	9826	9883.1	8115.1	13163.9	11074.2	16553.3	16016	16405.9	9630.2	12108.7	33251.8	14248.5	10207.5	12276.7	13726.3	10182	13167.8	6859.2	9838.3	13706.8	9730.9	10054.5	8233.7	12251.2	12174.3	9686	14861.3	11739.8
2,4-bis(1,1-Dimethylethyl)phenol						3808.9	4633.2	4626.6	5151.8	4549.8											3634.3			4252.4	6033.9	2763	2240.5	8005.5	3206.9	3346.5															
184	6827.1	5718.4	7115.6	6076.3	4553.5	5281	2386.5	7841.5	8843.9	6173.2	8134.3	5748	6772.4	7764.2	7958.7	6797.8	7142.4	7120.3	7522.3	7129.3	9928.4	10548.0	9446.5	9153.8	12246.9	4509.1	5578.5	5413.1	7318	4332.4	6863.8	5365.3	4311.5	8431.1	2418.9	5922.5	9445.5	8765.7	5586.6	6586.1	7944.7	10501.9	5921.5	10700.3	8866.9
Ethyl 4-ethoxybenzoate	7228.9	6308.6	11947.4	9086.5	8718.8	5522	8374.1	12438.8	12319.5	9528.1	6064	7262.5	8283.2	8019.3	9258.2	10000.5	10940.3	9364	13690.9	10705.6	8237.8	9452.1	11476.5	11560.4	12805.9	14526.2	12640.9	34099	16359.6	20045.4	9461	8116.5	9492.1	9669.9	8976.6	9800	9808.7	13141.4	8954	11273.6	23450.8	31176.9	19007.8	13945	11778.3
178																										1903.5	1116.0		1974.2	1202.7															
2-Hexyl-1-decanol	25517.5	18825.3	22077.5	25621	18432.6	17501.3	7750.9	25307.7	23534.2	18822.7	18635.8	16450.3	17209.3	19811.7	22918.9	25896.5	23273.5	20826.2	24457.5	21913.8	20825.9	22497.7	27951.2	25022.5	27780.2	11137.4	13978.5	19413.8	22031.6	12076	20230.3	17381.8	14183.5	24785.2	7489.5	18600.5	19777.8	23048.5	21377.8	19620.4	21799.5	21883.4	15984.6	23670.1	25072.5
535	52895.9	48118.3	55246.4	50910.4	40592.6	29625.4	19061.5	39231.7	37127.6	33319.1	41151.3	33786.7	36686.8	45175.7	43882.4	40502.6	37525.8	32770.3	35423.9	41406.2	46207.4	47347.0	43990.5	51813.9	56821.4	19229.2	33346.0	56655.3	42538.8	21119.2	37897	38985.8	26266.9	40077.6	20531.5	33176.9	50376.8	40634.9	37068.4	30962.2	49446.7	41472.1	34074.5	49843.9	47888.7
546	21567.6	18121.3	24722.7	18738.9	15122.7	13424.3	6746.6	16398.9	18137.3	13789	14944.9	12851	14652.1	15995.4	17305.3	14512.3	15134.9	13322.1	16127.9	16577.3	19688.6	16613.3	17939.4	17100.6	20279.9	10344.5	13209.3	30323	16586.5	10490.4	16528.5	14730.1	12375.2	15792.6	7416.1	14270.8	19152.0	16799.3	14005	15601.5	15707.3	18246.2	12596.7	21944.8	18198.4
547	14407.6	10805.1	19032.8	12174.7	10770.6	9806.8	5994.7	7925.7	9210	9463.2	8596.6	7910.7	8516.9	10485	11379.9	10159.9	9116.6	9237.8	7913.6	9155	9841.4	13125.7	9089.7	13080.6	21343.9	7973.4	9099.1	24112.1	10476.5	6698.7	8776.6	7254.7	7185.7	9543.6	8966.8	9037.7	12433.7	13660.6	8433.5	12052.9	10133.5	12247.9	8326.1	13864.3	12062.5
Hexadecane	8068.8	8078	23337.4	10153	11223.6	8997.8	10316.3	13928.7	15796.1	12414	7510.8	8703.2	9366.7	9806.2	8710.1	11662	11328.5	9553.1	12293.2	11805.5	9594.1	9587.7	13553.8	14650.9	11615.7	10041.6	7580.4		15466.2	10298	8121.5	9117.7	12136.3	12170.3	9561.7	9840.3	9593.8	10692.3	10621.9	14282.1	12026.5	10179.5	14898.4	13806.2	13456.5
Propanoic acid, 2-methyl-, 1-(1,1-dimethylethyl)-2-methyl-1,3-propanediyl ester	5375.4	6900.4	40019	7757.2	7824.2	3805.9		15570.6	9280.5		11859.6	12873.5	6790.4	5767.2	7035.6	16519.7	17827.2		11088.2	25873.7		8814.0	27379.2	15151.7	23482.4	17189.6	6011.0	52671.7	19087	12611.3	11119.5	10663.2	23179.8	21170.6	14674.9	11844.9	7710.6	13836.2	10203.7	21289.1	9827.5	8010.7	35121.2	19589.4	13918.3
Tetradecanol																																													
370	1591.3	2038.2	4757.1	3258.9	3131	2197.3	3727.6	2848.9	4391.1	3246.1	1815.1	3009.4	3198.3	3138.5	3603.2	5400	4391.7	2619.2	5430.1	4117.4	2714.2		4283.4	4193	3584.7	4014.2	3001.4		5705.9	3512.9	2664	2332.3	3794.1	2712.2	2793.8	3284.6	2169.2	1695.7	2229.4	3267.9	2299.2	1713.9	3873.1	2708.9	2885.4
Heptadecane	5461.1	6324.1	22571	7043	10710.2	7265.5	9066.9	12593.7	11859.5	8306.3	7020.6	8381.3	7412.9	6523.3	6635.1	9341.5	9468.4	8813.2	9700.8	10018.2	7853.2	7378.1	9565	8499.6	7698.3	9694.5	9187.1	45586.3	9751.8	13156.7	7268.5	10287.5	13239.4	12030.4	10407	12453.6	8794.0	8552.8	9763.4	10176.8	8792.3	9131.9	13205.5	13535.5	9306.6
Octadecane		1742.2	16782.8	2057.5	3190.5	1497.6	5147.2	4781.3	6259.7	4146.2	1521.2	2932.6	2770.2	2521.2	1696.6	3524.5	4263.7	2992.1	5764.8	4773.2	2447.8	2053.8	5872.6	4397.2	3378.1	2721.6	2688.0	29664.6	7158.8	4576.9	2170.6	5014.1	4973.5	6650.5	3479.1	6570.1	2633.6	2560.3	3872.1	4224.2	2721.1	2933.5	5606.5	4546.7	3742.8
